"nome","ementa"
"ADI 2323","CONSTITUCIONAL E ADMINISTRATIVO. DECISÃO DO CONSELHO DE ADMINISTRAÇÃO DO SUPERIOR TRIBUNAL DE JUSTIÇA. RECONHECIMENTO DE ERRO NA CONVERSÃO DO VALOR DA RETRIBUIÇÃO DE SERVIDORES DO JUDICIÁRIO, DE CRUZEIROS REAIS PARA URV, NOS TERMOS DA LEI 8.880/1994. INCORPORAÇÃO DO PERCENTUAL DE 11,98. LIMITAÇÃO TEMPORAL A JULHO DE 2002, DATA DE INÍCIO DA VIGÊNCIA DA LEI 10.475/2002. 1. A Jurisprudência do SUPREMO TRIBUNAL FEDERAL assentou que o pagamento de parcela residual de 11,98% sobre o valor de vencimentos e funções não constitui ganho salarial para os seus respectivos servidores, senão mera diferença destinada a corrigir erro cometido pelo Poder Público no cálculo de conversão monetária ocorrido em 1994 (URV). Trata-se de medida de autotutela legítima, mediante a qual se restabeleceu a garantia constitucional da irredutibilidade de proventos (art. 37, XV, da CF). Precedente: ADI 1797, Rel. Min. ILMAR GALVÃO, Tribunal Pleno, julgado em 21/09/2000, DJ de 13/10/00; ADI 2321 MC, Rel. Min. CELSO DE MELLO, Tribunal Pleno, julgado em 25/10/2000, DJ de 10/6/2005. 2. As razões que justificaram essa recomposição subsistiram mesmo após a Lei 9.421/1996, pois, ao criar as carreiras auxiliares do Poder Judiciário federal, esta lei não alterou os padrões de retribuição que vinham sendo praticados anteriormente. Pelo contrário, manteve os parâmetros anteriores – desfalcados do percentual de 11,98 –, o que se comprova pela remissão, constante dos Anexos II e IV da lei, aos ""valores relativos a agosto de 1995"". Precedente: ADI 2321-MC, Rel. Min. CELSO DE MELLO, Tribunal Pleno, julgado em 25/10/2000, DJ de 10/6/2005. 3. Porém, com a ampla reformulação dos padrões de remuneração para as carreiras do Judiciário federal, que passou a vigorar a partir de julho de 2002 (art. 16 da Lei 10.475/02), não mais se justifica a continuidade do pagamento da rubrica de recomposição de 11,98, referente à conversão para a URV, conforme firmado pela CORTE em sede de Repercussão Geral (RE 561836, Rel. Min. LUIZ FUX, Tribunal Pleno, julgado em 26/09/2013, DJe de 10/2/14). 4. Ação Direta de Inconstitucionalidade julgada parcialmente procedente, para fixar a interpretação de que o direito de incorporação do percentual de 11,98, garantido por decisão do Conselho de Administração do Superior Tribunal de Justiça, tem validade temporal limitada ao mês de julho de 2002, quando entrou em vigor a Lei Federal 10.475/2002, que proveu significativa reestruturação dos padrões remuneratórios dos servidores do Judiciário Federal."
"ADI 1757","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. DIREITO CONSTITUCIONAL. LEI ORGÂNICA DO MINISTÉRIO PÚBLICO DO ESTADO DO ESPÍRITO SANTO. NECESSIDADE DE FUNDAMENTAÇÃO ESPECÍFICA ACERCA DO VÍCIO APONTADO (ART. 3º, I, DA LEI 9868/1999). SUPERVENIENTE ALTERAÇÃO DO DISPOSITIVO CONSTITUCIONAL INDICADO COMO PARÂMETRO DE CONTROLE. CONHECIMENTO PARCIAL DA AÇÃO. ALCANCE DA AUTONOMIA FINANCEIRA DO MINISTÉRIO PÚBLICO. CRIAÇÃO DE PROMOTORIAS E PROCURADORIAS DE JUSTIÇA POR ATO INFRALEGAL. IMPOSSIBILIDADE. ENQUADRAMENTO DE SERVIDORES DE OUTRO PODER. PROVIMENTO DERIVADO INCONSTITUCIONAL. INICIATIVA LEGISLATIVA (ART. 127, § 2º, CF/1988). 1. ""Não obstante a autonomia institucional que foi conferida ao Ministério Público pela Carta Política, permanece na esfera exclusiva do Poder Executivo a competência para instaurar o processo de formação das leis orçamentárias em geral. A Constituição autoriza, apenas, a elaboração, na fase pré-legislativa, de sua proposta orçamentária, dentro dos limites estabelecidos na lei de diretrizes.""(ADI 514 MC, Rel. Min. CELSO DE MELLO, Tribunal Pleno, DJ de 18/3/1994). 2. As Procuradorias e as Promotorias de Justiça são órgãos públicos e, como tais, apenas por lei podem ser criadas. 3. Lei de iniciativa do Procurador-Geral de Justiça não pode dispor sobre o enquadramento de servidores de outros poderes em quadro de pessoal específico do Ministério Público. Violação à iniciativa do chefe do Poder Executivo. Ademais, a previsão em análise configura provimento derivado inconstitucional, por ofensa à regra do concurso público (art. 37, II, CF). 4. A iniciativa legislativa prevista no art. 127, § 2º, da Constituição para a criação de cargos e serviços auxiliares, a política remuneratória e os planos de carreira do Ministério Público é privativa do Procurador-Geral de Justiça, no âmbito estadual, e do Procurador-Geral da República, na esfera federal. 5. Ação direta parcialmente conhecida e, nessa parte, parcialmente procedente, confirmando-se a medida cautelar deferida."
"ADI 4133","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. DIREITO ADMINISTRATIVO. ARTIGO 2º DA LEI COMPLEMENTAR 464/2008 DO ESTADO DE RONDÔNIA. CRIAÇÃO DO CARGO DE ASSESSOR JURÍDICO DA SECRETARIA DE ESTADO DE FINANÇAS - SEFIN. ATRIBUIÇÃO DA FUNÇÃO DE ASSESSORAMENTO JURÍDICO DE ÓRGÃO DO PODER EXECUTIVO ESTADUAL A PESSOA ESTRANHA AOS QUADROS DA PROCURADORIA GERAL DO ESTADO. INCONSTITUCIONALIDADE. OFENSA AO DISPOSTO NO ARTIGO 132, CAPUT, DA CONSTITUIÇÃO FEDERAL. PRECEDENTES. AÇÃO DIRETA DE INCONSTITUCIONALIDADE PROCEDENTE. 1. A atividade jurídica contenciosa ou consultiva dos Poderes Executivos estaduais cabe exclusivamente a pessoas pertencentes aos quadros das respectivas Procuradorias Gerais estaduais, salvo nos casos de (i) manutenção dos órgãos de consultoria jurídica já existentes na data da promulgação da Constituição Federal de 1988 (art. 69, ADCT); (ii) ""ocorrência de situações em que o Poder Legislativo necessite praticar em juízo, em nome próprio, uma série de atos processuais na defesa de sua autonomia e independência frente aos demais Poderes, nada impedindo que assim o faça por meio de um setor pertencente a sua estrutura administrativa, também responsável pela consultoria e assessoramento jurídico de seus demais órgãos"" (ADI 1557, Rel. Min. Ellen Gracie, Plenário, DJ de 15/04/2004); e (iii) concessão de mandato ad judicia a advogados para causas especiais (Pet 409-AgR, Rel. p/ acordão Min. Sepúlveda Pertence, Plenário, DJ 01.02.93). Precedentes. 2. O artigo 2º da Lei Complementar 464/2008 do Estado de Rondônia, ao criar o cargo de assessor jurídico da Secretaria de Estado de Finanças - SEFIN, conferiu a função de assessoramento jurídico de órgão do Poder Executivo estadual a pessoa estranha aos quadros da Procuradoria Geral do Estado, em violação ao artigo 132, caput, da Constituição Federal, que atribui aos Procuradores dos Estados e do Distrito Federal, organizados em carreira, a representação judicial e a consultoria jurídica das respectivas unidades federadas. 3. Ação direta conhecida e julgado procedente o pedido, para declarar a inconstitucionalidade do artigo 2º da Lei Complementar 464/2008 do Estado de Rondônia."
"ADI 5109","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. DIREITO ADMINISTRATIVO. LEI COMPLEMENTAR 734/2013 DO ESTADO DO ESPÍRITO SANTO. ATRIBUIÇÃO DE FUNÇÕES DE REPRESENTAÇÃO JUDICIAL E DE CONSULTORIA JURÍDICA DE AUTARQUIA ESTADUAL A PESSOAS ESTRANHAS AOS QUADROS DA PROCURADORIA-GERAL DO ESTADO. INCONSTITUCIONALIDADE. OFENSA AO DISPOSTO NO ARTIGO 132, CAPUT, DA CONSTITUIÇÃO FEDERAL. ALEGADA PERDA DE OBJETO. INEXISTENTE. AÇÃO DIRETA DE INCONSTITUCIONALIDADE CONHECIDA E JULGADA PARCIALMENTE PROCEDENTE. 1. A atividade jurídica contenciosa ou consultiva das autarquias cabe exclusivamente a pessoas pertencentes aos quadros das respectivas procuradorias-gerais estaduais, salvo nos casos de (i) manutenção dos órgãos de consultoria jurídica já existentes na data da promulgação da Constituição Federal de 1988 (art. 69, ADCT); (ii) ""ocorrência de situações em que o Poder Legislativo necessite praticar em juízo, em nome próprio, uma série de atos processuais na defesa de sua autonomia e independência frente aos demais Poderes, nada impedindo que assim o faça por meio de um setor pertencente a sua estrutura administrativa, também responsável pela consultoria e assessoramento jurídico de seus demais órgãos."" (ADI 1557, Rel. Min. Ellen Gracie, Plenário, DJ de 15/4/2004); e (iii) concessão de mandato ad judicia a advogados para causas especiais (Pet 409-AgR, Rel. para o acórdão Min. Sepúlveda Pertence, Plenário, DJ de 29/6/1990). Precedentes. 2. O anexo único da Lei Complementar 734/2013, assim como o Anexo IV, da Lei Complementar 890/2018, ambas do Estado do Espírito Santo, na parte em que conferem ao cargo de Técnico Superior - formação Direito, do Departamento Estadual de Trânsito do Estado do Espírito Santo - DETRAN/ES atribuições de representação judicial e de consultoria jurídica da autarquia estadual, violou o artigo 132, caput, da Constituição Federal, que atribuiu aos Procuradores dos Estados e do Distrito Federal, organizados em carreira, a representação judicial e a consultoria jurídica das respectivas unidades federadas. 3. Ação direta conhecida e julgado parcialmente procedente o pedido, para declarar a inconstitucionalidade do Anexo Único da Lei Complementar 734/2013 e do Anexo IV da Lei Complementar 890/2018, ambas do Estado do Espírito Santo, especificamente quanto às expressões ""representar em juízo ou fora dele nas ações em que haja interesse da autarquia"" e ""bem como a prática de todos os demais atos de natureza judicial ou contenciosa, devendo, para tanto, exercer as suas funções profissionais e de responsabilidade técnica regidas pela Ordem dos Advogados do Brasil – OAB"", resguardada a validade dos atos já praticados."
"ADI 4807","AÇÕES DIRETAS DE INCONSTITUCIONALIDADE 4.807 E 4.808. JULGAMENTO CONJUNTO. DESTITUIÇÃO DE PROCURADOR-GERAL DE JUSTIÇA. AÇÕES JULGADAS PREJUDICADAS QUANTO AO ART. 12 DA LEI COMPLEMENTAR AMAPAENSE N. 9/1994 E ARTS. 2º A 11 DA RESOLUÇÃO N. 119/2012 DA ASSEMBLEIA LEGISLATIVA DO AMAPÁ E, NA PARTE REMANESCENTE, PROCEDENTES PARA DECLARAR A INCONSTITUCIONALIDADE DAS EXPRESSÕES ""POR DELIBERAÇÃO DO PODER LEGISLATIVO OU"" E ""EM AMBOS OS CASOS"" DO ART. 147 DA CONSTITUIÇÃO DO AMAPÁ. 1. Ações prejudicadas quanto ao art. 12 da Lei Complementar amapaense n. 9/1994 e aos arts. 2º a 11 da Resolução da Assembleia Legislativa amapaense n. 119/2012. Revogação. Perda superveniente de objeto. Precedentes. 2. Pelo art. 128, § 4º, da Constituição da República cabe à lei complementar estadual a regulamentação dos casos de destituição de Procurador-Geral da Justiça. Inconstitucionalidade formal: Precedentes. 3. Pelo art. 128, § 5º, da Constituição da República os procuradores-gerais têm a iniciativa das leis complementares estaduais que versam sobre a organização, as atribuições e o estatuto dos Ministérios Públicos. 4. A possibilidade de iniciar e deliberar a Assembleia Legislativa, por maioria absoluta, sobre destituição do Procurador-Geral de Justiça (art. 147 da Constituição amapaense) contraria os princípios da independência e autonomia do Ministério Público. 5. Ações Diretas de Inconstitucionalidade ns. 4.807/AP e 4.808/AP julgadas prejudicadas, quanto ao art. 12 da Lei Complementar amapaense n. 9/1994 e à Resolução n. 119/2012 da Assembleia Legislativa do Amapá. Na parte remanescente, ações julgadas procedentes para declarar a inconstitucionalidade das expressões ""por deliberação do Poder Legislativo ou"" e ""em ambos os casos"" do art. 147 da Constituição do Amapá."
"ADI 2087","Ação direta de inconstitucionalidade. Substancial alteração do parâmetro de controle. EC nº 41/03. Não ocorrência de prejuízo. Contribuição previdenciária. Incidência sobre proventos de inativos e pensões de servidores públicos. Artigo 1º e segunda parte do art. 2º da Emenda à Constituição do Estado de Amazonas de nº 35. Inconstitucionalidade sob a EC nº 20/98. Lei Estadual do Amazonas nº 2.543/1999. Artigo 1º. Fixação de subtetos remuneratórios no âmbito dos Estados. Possibilidade na vigência da redação original do art. 37, XI, da CF. Vigência da EC nº 19/98. Subsistência. Teto remuneratório. Vantagens pessoais. Período posterior à EC nº 19/98 e anterior à EC nº 41/98. Exclusão. Artigos 2º e 6º. Revogação superveniente. Perda de objeto. Procedência parcial do pedido. 1. Substancial alteração do parâmetro de controle. Posicionamento da Corte no sentido de aceitar, em casos excepcionais, o conhecimento da ação, com vistas à máxima efetividade da jurisdição constitucional, ante a constatação de que a inconstitucionalidade persiste e é atual. Não ocorrência de prejuízo das normas impugnadas, suspensas por força da medida liminar, mas em vigor. Se o Tribunal, na linha da jurisprudência tradicional, assentar o prejuízo das ações diretas, revogando, por consequência, as medidas cautelares, a norma, embora seja clara e irremediavelmente inconstitucional, tornará a produzir seus efeitos, à luz do regramento instituído pela Emenda Constitucional nº 41/03, o qual, por autorizar a tributação dos inativos, confere à norma uma aparência de validade. 2. É inconstitucional a lei, editada sob a égide da Emenda Constitucional nº 20/98, que prevê a incidência de contribuição previdenciária sobre os proventos dos servidores públicos inativos e dos respectivos pensionistas (cf. ADI nº 2.010/DF-MC, Relator o Ministro Celso de Mello, DJ de 12/4/02; RE nº 408.824/RS-AgR, Segunda Turma, Relator o Ministro Eros Grau, DJ de 25/4/08). 3. A aplicabilidade do art. 37, inciso XI, da Constituição Federal, com a redação a ele conferida pela EC nº 19/98, estava condicionada à promulgação de lei federal de iniciativa conjunta, o que nunca ocorreu, razão pela qual permaneceu em vigor a redação original do referido artigo, que previa a possibilidade de fixação de tetos remuneratórios por Poder. Desse modo, sob a vigência do texto originário da Constituição Federal, constitucional é o art. 1º da Lei Estadual do Amazonas nº 2.543, de 25 de junho de 1999. 4. A jurisprudência da Corte firmou-se no sentido da prejudicialidade da ação direta de inconstitucionalidade, por perda superveniente de objeto, quando sobrevém a revogação da norma questionada. 5. Ação direta de inconstitucionalidade julgada parcialmente procedente para i) declarar a inconstitucionalidade da expressão ""inativos e de pensionistas"", contida no art. 1º da Emenda à Constituição do Estado de Amazonas de nº 35, e da segunda parte do art. 2º da mesma emenda, no ponto em que se revoga o art. 111, § 5º, da Constituição estadual; ii) declarar a inconstitucionalidade da expressão ""as vantagens pessoais ou outra de qualquer natureza"", contida no art. 1º, caput, e da expressão ""e de todas as demais vantagens percebidas pelo Deputado Federal em razão do desempenho do mandato"", contida no art. 1º, inciso I, alínea a, ambos da Lei Estadual do Amazonas nº 2.543, de 25 de junho de 1999; e iii) declarar prejudicada a ação em relação aos arts. 2º e 6º da Lei Estadual do Amazonas nº 2.543, de 25 de junho de 1999, em razão da perda superveniente de seu objeto."
"ADI 3863","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. DIREITO TRIBUTÁRIO. PROGRAMA DE INCENTIVOS. EQUIPAMENTOS PARA TV DIGITAL E COMPONENTE ELETRÔNICOS SEMICONCUTORES. PROPRIEDADE INTELECTUAL. MP 352/2007. CONVERSÃO EM LEI. LEI 11.484/2007. RESERVA LEGAL. PREÇO PÚBLICO. RETRIBUIÇÃO AOS SERVIÇOS PRESTADOS PELO INPI. PEDIDO DE REGISTRO. DIREITO DE PROPRIEDADE E LIVRE INICIATIVA. 1. O princípio da reserva de lei tributária significa que as intervenções no patrimônio jurídico do contribuinte devem ser precedidas de lei formal. Não implica em ofensa a essa norma a possibilidade de suspender a aplicação de regime tributário a contribuinte que não satisfaz as contrapartidas exigidas, por tratar-se de dever-poder do Poder Público em exoneração fiscal. 2. Comando normativo que impõe a observância por parte dos participantes em regimes de incentivo aos regulamentos destes, assinalando infração e sanção no caso de descumprimento, é não só constitucional, mas decorrência lógica da teoria da norma jurídica e do papel central das sanções nesse contexto. 3. Preço pago como retribuição à análise de pleito de registro de marcas ou proteção das topografias de circuitos integradas ou pedidos de patentes no sistema de proteção à propriedade intelectual não ostenta compulsoriedade, possuindo natureza jurídica de tarifa ou preço público, devida por interesse do particular. Art. 228 da Lei 9.279/1996. Súmula 545 do STF. Precedente: ADI 800, de relatoria do Ministro Teori Zavascki, Tribunal Pleno, DJe 1º.07.2014. 4. Diante da relevância da extrafiscalidade na atividade financeira do Estado, não ofende o direito de propriedade ou a livre iniciativa a norma que restringe o uso dos recursos economizados em virtude de benefícios fiscais obtidos em programas de incentivo. Encontra-se no campo de conformação normativa do legislador ordinário desenhar um regime de incentivos consentâneo aos objetivos do programa. Nesse sentido, exigências de não distribuição desses recursos aos sócios ou, ao contrário, de sua utilização para absorção de prejuízos ou aumento de capital social não desbordam das possibilidades de gastos públicos indiretos representados pelo custeio do regime de incentivos fiscais da lei hostilizada. 5. Ação Direta de Inconstitucionalidade improcedente."
"ADI 854","E M E N T A: AÇÃO DIRETA DE INCONSTITUCIONALIDADE –LEI ESTADUAL Nº 9.672/92 (ART. 2º, ""caput"" e §§ 1º a 3º), EDITADA PELO ESTADO DO RIO GRANDE DO SUL – SUPERVENIÊNCIA DE LEIS ESTADUAIS QUE INTRODUZIRAM MODIFICAÇÕES SUBSTANCIAIS NO CONTEÚDO MATERIAL DOS PRECEITOS NORMATIVOS QUESTIONADOS – CONSEQUENTE PREJUDICIALIDADE PARCIAL DA AÇÃO DIRETA – PRECEDENTES – NORMA INSCRITA NO § 1º DO ART. 207 DA CONSTITUIÇÃO DO ESTADO DO RIO GRANDE DO SUL, QUE DISCIPLINA MATÉRIA INERENTE À ORGANIZAÇÃO E À ESTRUTURAÇÃO DE ÓRGÃO ADMINISTRATIVO VINCULADO AO PODER EXECUTIVO LOCAL (CONSELHO ESTADUAL DE EDUCAÇÃO) – LIMITAÇÕES AO PODER CONSTITUINTE DECORRENTE – PRERROGATIVA QUE NÃO SE REVESTE DE CARÁTER ABSOLUTO – IMPOSSIBILIDADE JURÍDICA DE DEPUTADO ESTADUAL, POR AUSÊNCIA DE LEGITIMAÇÃO ATIVA, PROPOR, MEDIANTE NORMA CONSTITUCIONAL LOCAL, A REGULAÇÃO DE MATÉRIA CUJA DISCIPLINA, NO PLANO MERAMENTE LEGISLATIVO, ESTEJA SUJEITA À RESERVA DE INICIATIVA DOS PODERES EXECUTIVO E/OU JUDICIÁRIO – MEDIDA CAUTELAR ANTERIORMENTE DEFERIDA PELO PLENÁRIO DESTA SUPREMA CORTE – REAFIRMAÇÃO DA JURISPRUDÊNCIA CONSOLIDADA DO SUPREMO TRIBUNAL FEDERAL NO TEMA – PRECEDENTES – PARECER DA PROCURADORIA-GERAL DA REPÚBLICA PELA INCONSTITUCIONALIDADE DO § 1º DO ART. 207 DA CONSTITUIÇÃO DO ESTADO DO RIO GRANDE DO SUL – AÇÃO DIRETA PARCIALMENTE PREJUDICADA E, NA PARTE REMANESCENTE, JULGADA PROCEDENTE."
"ADI 5832","LEGIMITIDADE – PERTINÊNCIA TEMÁTICA – PROCESSO OBJETIVO. A Associação Nacional das Operadoras Celulares – ACEL e a Associação Brasileira de Concessionárias de Serviço Telefônico Fixo Comutado – ABRAFIX possuem legitimidade para ajuizar ação direta de inconstitucionalidade contra diploma a impor às empresas fornecedoras de Serviço de Comunicação Multimídia – SCM obrigação de compensar os consumidores pela interrupção de serviço ou pelo fornecimento de velocidade inferior à contratada. COMPETÊNCIA – TELECOMUNICAÇÕES – SERVIÇO DE COMUNICAÇÃO MULTIMÍDIA – OBRIGAÇÕES – LEI DISTRITAL. Compete à União legislar sobre telecomunicações – artigos 21, inciso XI, e 22, inciso IV, da Constituição Federal –, incluída a disciplina relativa à obrigação de compensar os consumidores pela interrupção ou fornecimento de velocidade inferior à contratada no âmbito do Serviço de Comunicação Multimídia – SCM."
"ADI 4977","AÇÃO DIRETA DE INCONSTITUCIONALIDADE. CONSTITUCIONAL E ADMINISTRATIVO. ART. 20-G DA CONSTITUIÇÃO DE RORAIMA, INCLUÍDO PELA EMENDA CONSTITUCIONAL ESTADUAL N. 31/2012. ADMISSÃO DE EMPREGADO PÚBLICO EM SOCIEDADE DE ECONOMIA MISTA ESTADUAL. AÇÃO JULAGDA PROCEDENTE. 1. Exigência de concurso público para contratação de empregados das sociedades de economia mista estaduais. Art. 37, inc. II, da Constituição da República. Precedentes. 2. Impossibilidade de reconhecimento da estabilidade prevista no art. 41 da Constituição da República ou da estabilidade excepcional estabelecida no art. 19 do Ato das Disposições Constitucionais Transitórias da Constituição da República. Precedentes. 3. Ação julgada procedente para declarar a inconstitucionalidade da expressão ""ressalvados aqueles em regime de serviços prestados contínuos, contratados e investidos até o ano de 2005, na forma da lei, os quais serão considerados estáveis a partir da presente emenda constitucional"", parte final do art. 20-g da Constituição de Roraima, incluído pela Emenda Constitucional estadual n. 31/2012."
"ADI 3995","DIREITO CONSTITUCIONAL E PROCESSUAL DO TRABALHO. AÇÃO DIRETA DE INCONSTITUCIONALIDADE. DEPÓSITO PRÉVIO EM AÇÃO RESCISÓRIA. ACESSO À JUSTIÇA E AMPLA DEFESA. PROPORCIONALIDADE. 1. As normas processuais podem e devem criar uma estrutura de incentivos e desincentivos que seja compatível com os limites de litigiosidade que a sociedade comporta. A sobreutilização do Judiciário congestiona o serviço, compromete a celeridade e a qualidade da prestação da tutela jurisdicional, incentiva demandas oportunistas e prejudica a efetividade e a credibilidade das instituições judiciais. Afeta, em última análise, o próprio direito constitucional de acesso à Justiça. 2. Dessa forma, é constitucional o depósito prévio no ajuizamento de ação rescisória como mecanismo legítimo de desincentivo ao ajuizamento de demandas ou de pedidos rescisórios aventureiros. Não há violação a direitos fundamentais, mas simples acomodação com outros valores constitucionalmente relevantes, como à tutela judicial efetiva, célere e de qualidade. 3. O depósito no percentual de 20% sobre o valor da causa não representa uma medida demasiadamente onerosa, guardando razoabilidade e proporcionalidade. 4. Ação direta de inconstitucionalidade julgada improcedente. Fixação da seguinte tese: ""É constitucional a fixação de depósito prévio como condição de procedibilidade da ação rescisória""."
"ADI 5776","CONSTITUCIONAL. AÇÃO DIRETA. LEI ESTADUAL 6.677/1994 DO ESTADO DA BAHIA. CONCURSO PÚBLICO. EMPATE ENTRE CANDIDATOS. PREFERÊNCIA EM ORDEM DE CLASSIFICAÇÃO A CANDIDATO QUE CONTAR MAIS TEMPO DE SERVIÇO PRESTADO AO ENTE. VIOLAÇÃO DOS ARTS. 5º, 19, III, E 37, CAPUT, DA CONSTITUIÇÃO FEDERAL. PROCEDÊNCIA DA AÇÃO. 1. Proposta de conversão de referendo de medida cautelar em julgamento definitivo de mérito, considerando a não complexidade da questão de direito em discussão e a instrução dos autos, nos termos do art. 12 da Lei 9.868/1999. 2. Como corolário do princípio da isonomia posto em seu art. 5º, caput, a Constituição Federal enuncia expressamente, no inciso III do art. 19, que é vedado à União, aos Estados, ao Distrito Federal e aos Municípios criar distinções entre brasileiros ou preferências entre si. 3. O dispositivo legal impugnado tem o claro propósito de conferir tratamento mais favorável a servidores do Estado da Bahia, em detrimento dos demais Estados da Federação, estando em frontal desacordo com o art. 19, III, da CF, que veda o estabelecimento de distinções entre brasileiros com base na origem ou procedência. Precedentes. 4. Medida cautelar confirmada. Ação Direta de Inconstitucionalidade julgada procedente."
"ADI 3500","COMPETÊNCIA NORMATIVA – SHOPPING CENTER – ESTACIONAMENTO – COBRANÇA – DISCIPLINA LOCAL. Surge conflitante com a Constituição da República lei de unidade da Federação dispondo sobre isenção do pagamento de estacionamento em shopping center. Precedentes: medida cautelar na ação direta de inconstitucionalidade nº 1.623/RJ, relator ministro Moreira Alves, e ações diretas de inconstitucionalidade nº 2.448/DF, relator ministro Sydney Sanches, nº 1.918/ES, relator ministro Maurício Corrêa, e nº 1.623/RJ, relator ministro Joaquim Barbosa, com acórdãos publicados no Diário da Justiça de 5 de dezembro de 1997, 13 de junho de 2003, 1º de agosto de 2003 e 15 de abril de 2011, respectivamente."
"ADI 5275","CONSTITUCIONAL E ADMINISTRATIVO. LEI DE INICIATIVA DO CHEFE DO PODER EXECUTIVO QUE DISCIPLINA O ACESSO A INFORMAÇÃO. EXCESSOS EM RELAÇÃO A ESTRUTURA E ORGANIZAÇÃO ADMINISTRATIVA DOS PODERES LEGISLATIVO E JUDICIÁRIO, MINISTÉRIO PÚBLICO E TRIBUNAIS DE CONTAS. PROCEDÊNCIA PARCIAL. 1. O inciso I do parágrafo único do art. 1º da Lei 15.175/2012 do Estado do Ceará apenas reproduz o disposto no art. 1º, parágrafo único, I, da Lei Federal 12.527/2011 (Lei de Acesso à Informação), que, com fundamento no art. 5º, XXXIII, art. 37, § 3º, II, e art. 216, § 2º, da Constituição Federal, estabelece deveres aplicáveis a toda a Administração Pública, direta e indireta, nas esferas federativas e nos três Poderes de Estado. 2. A previsão dos artigos 5º, II a VI, e 6º, § 2º, da Lei impugnada interferiu na organização administrava dos Poderes Legislativo e Judiciário, bem como do Ministério Público, do Tribunal de Contas do Estado do Ceará e do Tribunal de Contas dos Municípios, recentemente extinto, induzindo a modificação de sua estrutura orgânica e gerando impacto na gestão de seus recursos humanos. 3. A Constituição Federal assegura a autonomia administrativa do Poder Legislativo (CF, artigos 51, III e IV; 52, XII e XIII), do Poder Judiciário (CF, art. 99), do Ministério Público (CF, art. 127, § 2º) e também dos Tribunais de Contas (CF, artigos 73, 75 e 96, II, b). Precedentes. 4. Ação Direta julgada parcialmente procedente para declarar a inconstitucionalidade dos artigos 5º, II a VI, e 6º, § 2º, da Lei 15.175/2012 do Estado do Ceará."
"ADI 4562","E M E N T A: AÇÃO DIRETA DE INCONSTITUCIONALIDADE – EMENDA À CONSTITUIÇÃO DO ESTADO DA PARAÍBA (EC Nº 21/2006) – LIMITAÇÕES AO PODER CONSTITUINTE DECORRENTE – PRERROGATIVA QUE NÃO SE REVESTE DE CARÁTER ABSOLUTO – NORMA CONSTITUCIONAL ESTADUAL QUE INSTITUIU, EM FAVOR DOS EX-GOVERNADORES DAQUELA UNIDADE DA FEDERAÇÃO, SUBSÍDIO MENSAL E VITALÍCIO, EM VALOR IGUAL AO PERCEBIDO PELO CHEFE DO PODER EXECUTIVO LOCAL NO CURSO DE SEU MANDATO – INADMISSIBILIDADE – INDEVIDA OUTORGA DE TRATAMENTO PRIVILEGIADO A CIDADÃOS QUE NÃO MAIS SE ACHAM NO DESEMPENHO DA FUNÇÃO PÚBLICA – INEXISTÊNCIA DE MOTIVO RAZOÁVEL QUE JUSTIFIQUE A RUPTURA DA ORDEM ISONÔMICA – OFENSA AO POSTULADO DA IGUALDADE E TRANSGRESSÃO AO PRIMADO DA IDEIA REPUBLICANA – DOUTRINA – PRECEDENTES – REAFIRMAÇÃO DA CONSOLIDADA JURISPRUDÊNCIA DO SUPREMO TRIBUNAL FEDERAL SOBRE O TEMA – PARECER DA PROCURADORIA-GERAL DA REPÚBLICA PELA INCONSTITUCIONALIDADE DO § 3º DO ART. 54 DA CONSTITUIÇÃO DO ESTADO DA PARAÍBA, NA REDAÇÃO DADA PELA EC ESTADUAL Nº 21/2006 – AÇÃO DIRETA JULGADA PROCEDENTE."
